Table 3.1. Government Current Receipts and Expenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Billions of dollars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual data from 1969 To 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data published February 26, 2016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File created 2/26/2016 9:31:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,,,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,  To persons and business \4\,B092RC1,24.9,25.9,27.0,28.9,30.8,32.0,33.3,33.5,33.5,33.3,33.5,33.7,34.2,34.8,35.3,36.0,37.8,39.0,40.3,41.4,42.5,43.4,44.7,45.2,45.8,47.3,48.7,50.8,52.8,54.0,55.0,56.6,57.5,59.0,60.5,63.1,66.6,69.4,72.8,74.7,77.0,79.6,81.9,85.1,90.7,96.2,96.7,99.0,110.8,113.1,119.1,125.6,129.1,133.8,137.4,138.4,141.0,145.3,152.0,157.3,164.0,169.1,178.2,183.5,186.2,191.2,192.2,196.7,199.1,201.2,201.2,201.9,202.9,205.0,209.7,215.3,218.0,216.5,219.0,223.2,229.6,235.0,236.2,239.7,244.9,249.3,257.1,260.7,263.8,267.9,268.2,273.2,272.1,273.5,273.4,271.5,276.8,278.0,277.8,276.4,275.2,281.9,287.7,293.2,303.7,306.1,305.7,305.5,305.7,302.2,304.7,300.3,296.2,295.8,296.0,295.6,296.0,294.9,294.4,288.7,283.4,285.2,284.5,288.7,291.1,290.3,288.9,287.1,284.7,277.1,271.6,263.2,252.6,257.1,252.9,250.8,244.3,245.1,243.9,247.4,250.3,245.1,253.3,256.3,258.1,275.8,274.6,297.2,276.3,290.2,302.6,276.7,294.1,328.9,313.1,300.6,302.3,303.6,318.9,238.8,210.0,283.4,287.0,278.8,272.7,295.0,286.4,297.8,312.3,359.0,322.5,319.0,319.0,334.3,299.1,355.6,303.2,316.1,328.1,330.7,340.3,355.5,351.2,337.7,288.6,361.9,383.1,.....
34,  To the rest of the world,B093RC1,0.8,0.8,0.8,0.8,0.7,0.9,1.0,1.1,1.2,1.5,1.9,2.4,2.3,2.4,2.6,2.9,3.2,3.6,3.9,3.9,3.7,4.0,4.1,4.4,4.5,4.2,4.4,4.3,4.0,4.1,4.4,4.5,4.5,4.8,5.3,6.4,7.4,7.9,8.1,9.5,10.5,10.3,10.4,10.9,11.5,11.0,11.4,13.5,15.2,16.4,16.7,16.8,17.7,17.1,18.5,18.6,17.9,17.8,18.0,18.5,18.8,19.4,20.6,21.8,22.0,22.0,22.3,22.3,23.5,23.1,23.5,23.3,24.1,24.2,23.5,24.7,26.2,28.2,29.9,30.8,33.6,34.2,35.2,35.1,35.5,35.7,36.2,36.9,37.1,36.2,36.2,34.8,34.4,34.4,34.3,34.0,34.0,33.8,34.7,34.2,34.1,34.8,36.2,40.3,40.6,46.0,49.9,51.8,53.4,55.0,56.5,62.1,66.0,69.0,71.0,72.8,72.4,72.8,71.8,71.4,69.8,67.6,65.4,64.2,64.0,65.6,64.2,63.8,61.8,59.3,54.7,52.5,50.1,49.1,48.5,49.5,48.6,46.3,47.3,47.6,49.3,54.5,56.5,59.0,63.2,66.3,68.6,73.8,78.6,85.2,87.5,92.1,96.7,101.2,98.6,99.7,98.3,98.3,94.7,96.9,95.1,88.7,85.7,85.9,88.1,90.2,94.8,97.3,97.0,97.5,98.4,96.9,94.1,92.6,96.7,100.2,98.7,98.1,95.2,94.2,93.5,92.7,94.7,94.6,94.0,95.3,94.5,.....
35,Subsidies \7\,B096RC1,4.3,4.4,4.6,4.6,4.7,4.8,4.7,4.8,4.7,4.8,4.5,4.6,6.1,6.2,7.1,7.0,5.9,5.6,4.6,4.5,3.5,2.8,3.1,3.5,4.1,4.1,4.4,4.8,5.0,4.7,4.9,5.3,5.6,5.7,6.2,10.1,8.5,8.1,8.0,10.1,8.1,8.5,7.8,8.5,8.9,9.3,9.7,9.9,10.2,10.3,10.7,13.1,13.6,13.2,12.6,19.0,19.4,21.1,21.8,21.1,20.8,20.6,20.5,20.8,20.8,20.7,21.0,21.7,22.8,23.9,25.1,26.5,28.0,30.2,31.0,30.8,30.0,29.5,28.9,28.2,27.6,27.0,26.7,26.9,26.8,26.6,26.6,26.6,26.7,26.8,27.1,27.7,28.2,28.8,30.0,31.8,35.1,37.2,37.3,35.7,33.2,32.0,31.6,31.9,33.6,34.3,34.8,35.2,35.2,35.1,34.9,34.4,34.0,33.2,33.0,33.3,33.4,34.6,36.3,39.4,42.0,44.6,46.0,46.5,44.6,45.0,45.3,46.4,47.2,47.6,66.3,43.1,40.8,39.3,39.7,42.2,44.9,56.7,47.9,46.3,44.4,43.3,44.8,51.7,56.2,60.3,61.7,63.9,55.3,51.2,49.6,48.3,47.6,47.5,47.2,47.5,47.9,48.7,49.9,51.9,53.2,54.2,65.8,54.5,53.2,53.4,54.6,55.9,57.7,59.5,60.6,60.3,58.0,57.6,55.8,58.9,58.7,59.3,59.0,58.6,57.6,57.4,57.7,57.0,57.1,58.0,58.7,58.9
36,    Net federal government saving,A923RC1,2.2,-1.5,-8.6,-12.5,-22.2,-32.6,-39.5,-44.7,-45.5,-52.4,-51.7,-53.7,-45.7,-51.4,-40.7,-57.8,-40.0,-40.8,-36.6,-33.4,-35.3,-37.9,-36.2,-53.3,-75.1,-132.4,-89.7,-90.7,-80.8,-76.2,-79.5,-83.0,-72.2,-66.3,-73.1,-76.0,-78.2,-58.9,-53.1,-49.2,-39.6,-39.2,-44.8,-54.4,-63.5,-87.4,-100.3,-93.7,-71.8,-75.6,-82.6,-113.3,-133.2,-139.3,-175.8,-210.2,-207.0,-200.8,-217.3,-194.9,-179.8,-189.0,-195.4,-205.2,-167.8,-217.1,-196.1,-201.5,-201.5,-224.2,-229.9,-195.1,-194.7,-141.6,-153.3,-163.1,-163.8,-155.8,-151.2,-158.6,-136.3,-158.2,-163.5,-168.5,-195.3,-201.7,-196.7,-209.9,-184.1,-244.1,-269.3,-287.4,-324.7,-331.4,-343.9,-330.6,-340.6,-306.0,-317.2,-283.4,-266.5,-236.8,-254.6,-256.9,-254.1,-241.8,-245.2,-222.3,-223.1,-179.9,-169.6,-141.4,-120.7,-102.5,-68.7,-72.8,-22.6,-8.8,21.7,20.6,47.5,62.8,71.5,84.8,176.2,146.4,153.7,149.8,130.0,92.8,-130.2,-34.7,-228.0,-266.5,-276.9,-310.6,-333.4,-401.8,-472.5,-403.8,-441.0,-402.2,-373.1,-380.5,-312.9,-310.0,-307.9,-288.1,-242.5,-244.3,-234.0,-187.3,-213.8,-251.9,-286.9,-309.9,-409.0,-780.5,-663.6,-682.8,"-1,040.1","-1,334.7","-1,340.9","-1,279.6","-1,351.9","-1,338.4","-1,319.2","-1,305.3","-1,236.4","-1,313.2","-1,231.2","-1,195.8","-1,107.1","-1,102.0","-1,079.5","-1,071.6",-790.6,-525.9,-707.7,-539.6,-619.2,-630.0,-650.1,-626.7,-579.3,-574.2,-611.7,.....
37,Social insurance funds,B243RC1,5.1,5.5,6.0,6.2,6.6,-1.4,0.4,-1.8,1.3,-5.1,-4.0,-4.2,0.1,0.8,2.0,-5.5,6.2,5.8,5.8,5.7,9.2,4.1,1.8,-2.2,-9.1,-15.0,-21.3,-19.7,-15.2,-12.8,-17.8,-18.3,-14.7,-12.2,-14.9,-14.4,-5.7,-1.5,-6.4,-5.1,4.8,4.3,-4.4,-4.8,-2.5,-7.9,-28.0,-24.6,-7.6,-6.6,-20.4,-22.5,-19.3,-26.1,-39.5,-52.6,-42.3,-44.7,-34.0,-30.4,-13.6,-10.1,-5.9,-7.9,-2.7,0.2,0.7,5.2,6.0,5.3,4.0,7.3,10.5,10.8,15.0,21.5,30.7,37.8,41.5,46.2,41.3,42.2,42.4,44.7,43.3,42.9,45.1,38.3,28.8,24.0,26.0,19.8,7.7,3.4,5.3,5.1,-1.7,2.6,3.4,6.9,10.4,14.9,16.9,19.2,16.5,14.3,15.6,16.2,6.8,10.7,15.5,18.6,18.9,23.8,31.5,41.5,45.1,54.0,61.5,72.4,83.1,87.6,94.0,105.4,118.3,107.1,116.8,115.0,107.7,96.4,79.4,69.1,63.3,47.1,45.6,42.8,40.7,35.3,36.0,39.3,42.7,51.0,58.5,52.6,45.5,44.1,51.8,52.3,15.6,11.1,7.4,12.9,9.5,-1.8,-11.4,-12.4,-21.6,-35.3,-66.7,-96.1,-201.5,-244.4,-276.4,-290.1,-301.8,-288.0,-285.4,-288.5,-265.2,-269.7,-265.3,-283.7,-289.2,-290.9,-294.6,-281.8,-298.2,-281.1,-285.9,-288.6,-276.6,-282.9,-280.8,-277.1,-294.1,-293.7,-298.1,-304.7
38,Other,B244RC1,-2.9,-7.0,-14.6,-18.8,-28.8,-31.2,-40.0,-42.9,-46.8,-47.3,-47.7,-49.5,-45.8,-52.2,-42.6,-52.4,-46.3,-46.6,-42.4,-39.0,-44.5,-41.9,-37.9,-51.1,-66.0,-117.4,-68.4,-70.9,-65.6,-63.3,-61.7,-64.7,-57.5,-54.1,-58.2,-61.6,-72.4,-57.4,-46.7,-44.0,-44.4,-43.5,-40.4,-49.6,-61.0,-79.5,-72.3,-69.1,-64.2,-69.0,-62.2,-90.8,-113.9,-113.2,-136.4,-157.6,-164.7,-156.1,-183.3,-164.5,-166.2,-179.0,-189.4,-197.3,-165.1,-217.3,-196.8,-206.7,-207.5,-229.5,-233.9,-202.4,-205.2,-152.4,-168.3,-184.6,-194.5,-193.6,-192.7,-204.9,-177.6,-200.4,-205.9,-213.2,-238.5,-244.6,-241.9,-248.2,-212.9,-268.0,-295.3,-307.2,-332.4,-334.8,-349.3,-335.7,-339.0,-308.6,-320.6,-290.4,-276.9,-251.7,-271.5,-276.0,-270.6,-256.0,-260.8,-238.5,-229.9,-190.5,-185.2,-160.1,-139.6,-126.3,-100.2,-114.3,-67.7,-62.8,-39.9,-51.9,-35.7,-24.9,-22.5,-20.6,57.8,39.3,36.9,34.8,22.3,-3.6,-209.6,-103.9,-291.3,-313.6,-322.5,-353.3,-374.1,-437.1,-508.5,-443.2,-483.7,-453.2,-431.6,-433.2,-358.4,-354.1,-359.7,-340.5,-258.1,-255.4,-241.4,-200.2,-223.3,-250.1,-275.5,-297.5,-387.4,-745.2,-596.9,-586.7,-838.6,"-1,090.3","-1,064.5",-989.5,"-1,050.2","-1,050.4","-1,033.8","-1,016.8",-971.2,"-1,043.4",-965.9,-912.1,-817.9,-811.1,-785.0,-789.8,-492.4,-244.8,-421.7,-251.0,-342.6,-347.1,-369.3,-349.7,-285.3,-280.5,-313.6,.....
,Addenda:, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,  Total receipts,W018RC1,193.8,197.1,194.7,196.1,190.2,191.1,187.4,186.6,191.3,194.2,195.0,200.7,219.5,221.1,224.4,232.5,248.2,251.2,254.4,263.6,271.2,281.3,292.1,288.6,282.3,249.7,293.4,301.5,317.3,324.5,332.2,338.7,359.3,366.8,373.6,384.4,394.3,422.5,440.6,458.8,475.0,486.3,499.0,509.8,524.9,522.2,542.5,571.2,614.0,624.2,641.7,631.8,627.1,632.4,622.1,623.2,629.9,655.7,650.5,666.0,700.5,713.1,720.0,735.0,788.7,751.9,790.4,797.4,808.8,812.4,826.9,851.4,855.6,924.6,916.4,930.3,949.5,958.2,975.7,996.9,"1,041.0","1,042.3","1,054.8","1,067.4","1,074.8","1,095.9","1,108.2","1,118.0","1,110.1","1,111.6","1,122.3","1,131.3","1,142.4","1,156.2","1,164.7","1,199.3","1,190.5","1,238.0","1,245.9","1,301.1","1,299.6","1,346.9","1,353.8","1,377.4","1,402.6","1,430.7","1,439.1","1,456.9","1,493.7","1,549.3","1,562.3","1,609.8","1,636.1","1,672.2","1,710.0","1,733.3","1,769.6","1,797.3","1,833.3","1,859.5","1,890.1","1,911.4","1,942.4","1,992.9","2,072.5","2,085.7","2,104.2","2,122.7","2,142.3","2,128.3","1,933.3","2,035.2","1,894.7","1,893.5","1,895.4","1,900.0","1,912.6","1,931.4","1,860.7","1,963.4","1,976.3","2,027.5","2,088.9","2,115.4","2,268.8","2,296.4","2,341.7","2,407.1","2,515.7","2,545.3","2,588.9","2,612.4","2,685.4","2,701.5","2,688.9","2,698.7","2,667.9","2,651.7","2,598.0","2,513.3","2,244.8","2,241.4","2,240.5","2,309.1","2,377.3","2,432.4","2,496.1","2,527.7","2,578.1","2,586.9","2,575.0","2,595.0","2,675.8","2,691.5","2,702.5","2,782.7","2,996.4","3,274.3","3,108.5","3,269.5","3,235.8","3,275.4","3,311.5","3,313.5","3,375.7","3,460.4","3,487.5",.....
40,    Current receipts,W005RC1,190.3,193.4,191.1,192.5,186.4,187.4,183.8,182.9,187.5,190.4,190.8,194.1,213.1,216.5,219.4,227.1,242.5,246.5,249.6,258.4,265.9,276.4,287.5,284.2,277.8,244.8,288.2,296.5,312.1,319.0,326.7,332.6,347.3,361.3,367.9,379.0,389.0,417.4,435.4,453.5,469.6,480.9,493.6,504.0,518.9,515.8,535.5,564.6,607.7,617.5,634.6,624.5,618.1,624.6,614.7,617.2,624.3,649.9,644.1,660.8,694.2,707.2,714.1,729.2,782.1,745.8,783.7,791.3,802.2,805.4,819.6,844.5,848.1,917.3,908.9,923.7,942.4,951.3,967.5,988.6,"1,032.9","1,033.2","1,046.0","1,057.8","1,065.1","1,081.3","1,096.9","1,107.2","1,099.1","1,101.3","1,110.4","1,120.5","1,131.2","1,145.7","1,153.1","1,187.4","1,178.6","1,225.4","1,233.1","1,286.8","1,284.3","1,330.7","1,339.3","1,363.0","1,388.4","1,416.7","1,423.6","1,440.9","1,477.5","1,531.8","1,543.9","1,591.9","1,616.5","1,652.2","1,689.0","1,711.6","1,745.9","1,772.2","1,807.8","1,833.0","1,862.7","1,882.8","1,914.0","1,962.2","2,044.2","2,057.3","2,076.3","2,094.9","2,113.8","2,098.2","1,907.0","2,008.3","1,867.9","1,868.5","1,869.0","1,877.1","1,890.1","1,910.8","1,840.0","1,939.3","1,952.7","2,003.3","2,062.3","2,091.3","2,244.0","2,272.2","2,316.6","2,381.3","2,484.1","2,518.7","2,561.8","2,586.4","2,660.8","2,674.9","2,663.0","2,669.9","2,640.8","2,621.4","2,571.3","2,484.4","2,221.7","2,219.9","2,220.8","2,291.0","2,359.8","2,416.6","2,481.8","2,515.0","2,567.8","2,577.2","2,565.8","2,585.6","2,664.2","2,678.6","2,687.7","2,765.8","2,976.7","3,253.8","3,086.4","3,248.2","3,215.5","3,256.3","3,293.4","3,295.7","3,356.5","3,440.4","3,468.1",.....
41,    Capital transfer receipts,B232RC1,3.5,3.7,3.5,3.6,3.8,3.7,3.6,3.7,3.8,3.8,4.1,6.6,6.4,4.6,5.0,5.4,5.7,4.7,4.8,5.2,5.2,4.9,4.6,4.4,4.5,4.9,5.1,5.0,5.2,5.5,5.5,6.1,12.0,5.5,5.7,5.4,5.3,5.1,5.1,5.3,5.4,5.3,5.4,5.8,6.0,6.5,7.0,6.6,6.3,6.7,7.1,7.4,9.0,7.8,7.3,5.9,5.6,5.8,6.5,5.3,6.3,5.9,5.9,5.7,6.5,6.1,6.7,6.2,6.6,7.0,7.4,6.9,7.5,7.2,7.5,6.6,7.2,6.9,8.2,8.3,8.1,9.1,8.8,9.6,9.7,14.6,11.3,10.7,11.0,10.4,11.8,10.8,11.2,10.5,11.5,11.9,11.9,12.6,12.8,14.3,15.3,16.2,14.5,14.4,14.3,14.0,15.5,16.0,16.2,17.4,18.4,17.9,19.6,20.0,21.0,21.7,23.7,25.0,25.5,26.5,27.4,28.6,28.3,30.7,28.3,28.4,27.9,27.8,28.5,30.1,26.3,26.9,26.9,25.1,26.4,22.9,22.5,20.6,20.8,24.0,23.6,24.2,26.6,24.1,24.8,24.2,25.1,25.8,31.5,26.6,27.1,26.1,24.6,26.6,25.9,28.8,27.1,30.2,26.8,29.0,23.1,21.5,19.7,18.0,17.5,15.8,14.3,12.6,10.3,9.6,9.2,9.4,11.7,12.9,14.8,17.0,19.7,20.4,22.1,21.3,20.2,19.1,18.1,17.8,19.2,20.0,19.5,20.0
42,  Total expenditures,W019RC1,201.3,205.6,210.6,213.9,218.2,228.1,230.3,234.6,235.4,248.0,248.4,251.6,263.6,274.2,264.8,287.3,285.1,293.3,285.6,294.5,305.5,310.3,331.8,342.0,362.0,384.1,392.4,402.1,406.4,405.4,417.3,430.0,435.9,443.6,455.5,469.1,483.0,491.7,509.8,524.7,529.0,542.3,562.6,578.8,609.5,632.9,661.8,675.8,709.2,718.9,734.7,766.2,776.8,796.1,821.6,851.7,867.5,872.6,896.8,898.3,914.5,935.4,950.4,985.8,"1,001.2","1,020.9","1,038.5","1,054.8","1,060.5","1,082.0","1,117.8","1,096.5","1,104.3","1,125.1","1,128.0","1,147.5","1,159.8","1,161.9","1,167.5","1,194.9","1,217.3","1,236.3","1,257.7","1,271.3","1,309.5","1,330.1","1,340.2","1,392.3","1,329.4","1,389.6","1,435.4","1,444.0","1,493.2","1,516.3","1,535.0","1,554.5","1,552.2","1,560.8","1,579.0","1,598.6","1,568.7","1,590.5","1,622.6","1,642.8","1,667.4","1,680.9","1,663.3","1,684.2","1,729.9","1,738.7","1,736.4","1,738.2","1,753.5","1,745.8","1,776.5","1,802.5","1,784.1","1,791.4","1,804.2","1,836.4","1,835.9","1,849.7","1,873.8","1,929.5","1,900.1","1,942.2","1,954.0","1,979.6","2,015.6","2,048.2","2,082.0","2,090.3","2,152.0","2,194.4","2,210.3","2,266.4","2,300.3","2,406.8","2,404.1","2,433.4","2,485.1","2,496.5","2,539.9","2,567.0","2,661.4","2,681.9","2,788.5","2,768.5","2,836.8","2,871.3","2,897.9","2,828.9","2,983.9","3,045.2","3,072.9","3,088.1","3,153.7","3,507.3","3,367.0","3,525.5","3,576.7","3,813.3","3,752.8","3,795.8","3,911.8","3,989.7","3,977.6","3,989.1","3,948.0","4,059.0","3,955.5","3,960.9","3,898.0","3,889.4","3,873.0","3,965.9","3,855.0","3,854.1","3,873.0","3,859.7","3,903.1","3,959.0","4,010.0","3,989.8","3,996.3","3,958.1","4,145.7","4,128.7"
43,    Current expenditures,W013RC1,188.1,194.9,199.7,205.1,208.7,220.0,223.3,227.5,233.0,242.8,242.5,247.7,258.8,267.9,260.1,284.9,282.6,287.3,286.2,291.7,301.2,314.3,323.6,337.4,352.9,377.2,377.9,387.2,392.8,395.1,406.2,415.6,419.5,427.6,441.1,455.0,467.2,476.3,488.5,502.7,509.2,520.2,538.4,558.4,582.4,603.2,635.9,658.4,679.5,693.1,717.2,737.7,751.3,763.9,790.6,827.4,831.3,850.8,861.4,855.7,873.9,896.2,909.5,934.4,949.9,962.9,979.8,992.7,"1,003.6","1,029.6","1,049.5","1,039.6","1,042.8","1,058.9","1,062.2","1,086.7","1,106.2","1,107.0","1,118.7","1,147.2","1,169.2","1,191.4","1,209.6","1,226.3","1,260.4","1,283.0","1,293.7","1,317.2","1,283.2","1,345.3","1,379.7","1,407.9","1,455.9","1,477.1","1,497.1","1,518.0","1,519.2","1,531.4","1,550.3","1,570.3","1,550.7","1,567.5","1,593.9","1,619.8","1,642.5","1,658.4","1,668.9","1,663.2","1,700.6","1,711.7","1,713.5","1,733.3","1,737.2","1,754.7","1,757.7","1,784.4","1,768.5","1,781.0","1,786.1","1,812.5","1,815.2","1,820.0","1,842.5","1,877.4","1,868.1","1,910.9","1,922.6","1,945.1","1,983.8","2,005.4","2,037.2","2,043.1","2,095.9","2,134.9","2,145.9","2,187.7","2,223.5","2,312.6","2,312.4","2,343.2","2,393.8","2,405.4","2,435.4","2,471.8","2,556.9","2,582.2","2,624.4","2,669.4","2,726.7","2,763.0","2,795.8","2,773.7","2,874.6","2,926.8","2,949.9","2,979.9","3,049.8","3,401.9","3,234.9","3,167.2","3,261.8","3,554.6","3,561.7","3,570.7","3,711.7","3,755.0","3,801.0","3,820.4","3,804.2","3,890.4","3,797.0","3,781.3","3,771.2","3,780.6","3,767.3","3,837.4","3,767.3","3,779.8","3,794.1","3,787.7","3,834.7","3,886.3","3,943.5","3,922.4","3,935.8","4,014.6","4,079.8","4,063.5"
44,    Gross government investment,A787RC1,32.5,30.3,31.0,29.1,30.8,30.3,29.9,30.7,27.7,27.5,28.9,27.1,28.6,30.6,28.3,30.0,32.8,32.3,30.7,30.9,33.3,35.2,36.4,37.7,37.7,36.9,41.7,43.1,43.7,43.4,45.6,46.3,48.0,49.4,49.8,49.6,50.6,53.8,56.1,58.5,58.3,60.0,64.6,63.9,68.3,69.0,70.3,73.4,75.4,79.6,81.7,85.1,84.9,90.3,90.3,94.4,96.8,100.0,104.3,108.2,110.5,113.7,114.4,123.8,124.7,131.0,137.4,137.0,134.6,138.6,148.1,146.3,147.3,153.1,156.0,153.3,147.4,147.9,148.1,148.5,149.0,149.7,155.0,151.2,155.9,158.5,159.3,159.1,155.7,159.3,157.5,154.7,155.5,156.6,157.1,156.4,152.4,151.5,148.8,150.0,141.2,144.2,149.7,146.3,148.7,148.8,146.7,146.7,153.7,152.1,149.6,143.8,141.5,142.4,146.6,144.4,144.0,147.3,150.9,148.6,148.1,154.3,157.1,159.9,156.3,156.3,158.5,158.3,158.7,163.5,165.7,167.4,171.8,178.5,184.6,186.2,188.9,196.3,199.1,201.2,203.6,209.0,215.3,216.1,216.7,221.4,226.9,226.6,233.3,238.4,237.2,243.3,243.0,251.7,254.7,256.3,260.7,274.8,282.0,285.7,277.5,283.4,287.3,287.7,290.1,299.5,302.9,307.4,297.5,299.7,296.9,295.4,288.9,287.7,284.4,277.7,271.9,267.2,269.6,268.8,261.8,266.0,264.9,265.6,261.5,263.5,263.1,268.2
45,    Capital transfer payments,W020RC1,5.9,5.8,5.7,6.0,5.7,5.4,4.9,5.1,5.6,6.4,5.9,5.8,5.9,5.5,7.0,5.9,5.9,6.4,5.5,6.1,8.0,8.8,6.7,8.1,9.0,8.1,11.1,10.7,10.3,10.0,10.8,11.3,10.9,10.9,12.1,10.9,11.2,11.8,12.2,12.8,13.9,13.4,14.7,16.1,16.7,16.9,16.3,17.1,16.4,16.0,15.1,15.4,14.2,14.9,14.8,14.7,16.1,14.3,16.0,15.9,16.7,17.3,18.2,18.9,17.2,19.6,20.2,21.3,19.8,20.7,21.4,18.4,18.9,19.7,19.0,18.8,19.1,20.0,20.5,19.4,20.3,20.1,19.0,21.5,22.3,20.3,20.7,49.5,26.0,22.2,37.1,20.8,21.6,23.2,22.5,23.2,24.4,22.6,25.3,24.9,23.8,27.5,26.2,26.7,27.9,28.2,28.4,27.0,29.3,28.1,27.3,28.9,28.6,29.5,29.7,29.0,27.3,27.5,29.4,31.5,28.1,32.5,34.6,51.2,36.0,36.4,36.2,39.5,40.6,43.2,42.9,43.4,48.5,45.6,45.4,59.4,56.4,68.6,64.7,62.6,63.1,60.3,69.5,63.0,74.1,67.2,132.6,67.4,74.9,71.5,69.4,68.3,76.6,83.0,83.4,74.6,75.0,77.2,88.2,343.0,298.0,214.1,140.2,175.3,151.0,181.1,121.8,111.7,100.3,126.3,122.1,145.3,101.4,86.4,88.1,120.3,84.1,77.5,81.0,73.4,77.5,78.7,79.2,75.0,71.7,72.8,75.5,73.4
